鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_num
南屯區,房地(土地+建物)+車位,黎明路二段421~450號,13.96,都市：其他:第二種住宅區,,,1100314,土地1建物1車位1,四層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850612,120.33000000000001,3,2,2,有,有,8100000,67315,坡道機械,0.0,0,其他增建；,RPVQMLLMLHGGFCB87DA,66.14,10.17,0.0,有,,18
南屯區,房地(土地+建物)+車位,公益路二段601~630號,13.5,都市：其他:第三種住宅區。,,,1100314,土地1建物1車位1,十一層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860715,187.22,4,2,2,有,有,13600000,72642,坡道平面,0.0,0,,RPRPMLQJMHGGFCB67DA,113.58,13.69,0.0,有,,25
南屯區,房地(土地+建物),向上路二段391~420號,7.91,都市：其他:第三種住宅區。,,,1100122,土地1建物1車位0,九層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850615,110.78999999999999,2,1,2,有,有,4800000,43325,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRQMLNKMHGGFCB57DA,63.71,13.48,0.0,有,,20
南屯區,房地(土地+建物),向上路二段391~420號,7.91,都市：其他:第三種住宅區。,,,1100301,土地1建物1車位0,二層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850615,102.64999999999999,2,1,1,有,有,6150000,59912,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPURMLPKMHGGFCB18DA,63.68,13.48,0.0,有,,20
西屯區,房地(土地+建物),福瑞街31~60號,13.93,都市：其他:第三之一種住宅區,,,1100313,土地2建物1車位0,十五層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,126.24000000000001,4,2,2,有,有,6030000,47766,,0.0,0,,RPWRMLPKMHGGFCB38DA,87.22,11.15,0.0,有,,15
南屯區,房地(土地+建物)+車位,大墩路781~810號,21.18,都市：其他:第二種住宅區,,,1100301,土地1建物1車位1,四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890408,195.62,4,2,2,有,有,13990000,71516,坡道平面,51.31,0,,RPXRMLPKMHGGFCB48DA,110.99,16.74,0.0,有,,15
南屯區,房地(土地+建物)+車位,忠勇路91~120號,14.53,都市：其他:第二種住宅區,,,1100304,土地1建物1車位1,八層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830905,114.5,4,2,2,有,有,7050000,61572,坡道機械,0.0,0,,RPVSMLPKMHGGFCB38DA,74.39,8.68,0.0,有,,16
豐原區,房地(土地+建物)+車位,安康路1~30號,9.15,都市：其他:第二種住宅區,,,1100308,土地1建物1車位1,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901018,94.72,2,1,1,有,有,5150000,54371,坡道平面,0.0,0,,RPXNMLMLLHGGFDB87DA,49.83,6.31,0.0,有,40.0,14
大雅區,房地(土地+建物)+車位,中清路三段997巷1~30號,13.16,都市：其他:住宅區,,,1100123,土地2建物1車位1,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830812,131.9,3,2,2,有,有,7000000,53071,坡道平面,0.0,0,,RPPNMLKLLHGGFHB27DA,89.18,9.71,0.0,有,,14
潭子區,房地(土地+建物)+車位,榮興街1~30號,30.45,都市：其他:住宅區,,,1100224,土地1建物1車位1,三層，四層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840520,172.86,4,2,3,有,有,8950000,51776,坡道機械,0.0,0,,RPXNMLMLLHGGFHB28DA,108.72,15.32,0.0,有,,13
北屯區,房地(土地+建物)+車位,梅川東路五段391~420號,51.67,都市：其他:第三種住宅區。,,,1100318,土地1建物1車位2,二層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001222,434.57,4,2,4,有,有,39800000,91585,坡道平面,49.16,0,,RPQNMLTKMHGGFBB77EA,224.54,8.71,25.56,有,,24
北區,房地(土地+建物)+車位,太原路二段31~60號,20.41,都市：其他:第二種住宅區,,,1100302,土地1建物1車位1,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830303,150.54000000000002,3,2,2,有,有,7500000,49821,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLTKMHGGFBB48EA,96.16,0.0,10.93,有,,14
潭子區,房地(土地+建物)+車位,勝利路241~270號,7.28,都市：其他:住宅區,,,1100301,土地1建物1車位1,十層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900112,68.35,2,1,1,有,有,4680000,68471,坡道機械,0.0,0,,RPTNMLKLMHGGFHB77DA,39.58,4.8,0.0,有,,14
潭子區,房地(土地+建物),中山路一段1~30號,12.96,都市：其他:住宅區,,,1100312,土地1建物1車位0,十九層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,137.77,4,2,2,有,有,6300000,45728,,0.0,0,,RPQOMLKLMHGGFHB57DA,93.72,13.75,0.0,有,,25
潭子區,房地(土地+建物),頭張路一段117巷17弄1~30號,12.02,都市：其他:商業區,,,1100301,土地1建物1車位0,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,112.03,3,2,2,有,有,5500000,49094,,0.0,0,,RPPPMLNKMHGGFHB77DA,72.56,7.72,0.0,有,,13
大雅區,房地(土地+建物),民權街39巷1~30號,9.67,都市：其他:住宅區,,,1100309,土地1建物1車位0,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821231,108.68,2,2,2,有,有,3700000,34045,,0.0,0,,RPXOMLQLLHGGFHB78DA,65.87,17.28,0.0,有,,14
豐原區,房地(土地+建物)+車位,安康路1~30號,13.14,都市：其他:第二種住宅區,,,1100128,土地1建物1車位1,十層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901018,134.6,3,2,2,有,有,7200000,53492,坡道平面,21.48,0,陽台外推；,RPUNMLTKMHGGFDB28DA,71.37,12.84,0.0,有,,14
西屯區,房地(土地+建物),永福路121~150號,9.34,都市：其他:第三之一種住宅區,,,1100315,土地1建物1車位0,十三層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850527,77.3,2,0,2,有,有,5073000,65627,,0.0,0,,RPRNMLKLMHGGFCB07DA,41.99,12.4,0.0,有,,19
西屯區,房地(土地+建物)+車位,文心路三段1~30號,24.08,都市：其他:第三種商業區,,,1100406,土地1建物1車位2,二十層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980713,326.90999999999997,3,2,3,有,有,28800000,88098,坡道平面,53.66,0,,RPXOMLQKMHGGFCB28DA,173.29,23.27,0.0,有,,28
西屯區,房地(土地+建物)+車位,臺灣大道三段691~720號,6.36,都市：其他:第四之一種商業區,,,1100305,土地1建物1車位1,二十四層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980914,82.3,1,2,1,有,有,7200000,87485,坡道機械,16.87,0,,RPSPMLTKMHGGFCB18DA,38.04,5.12,0.0,有,,24
南屯區,房地(土地+建物)+車位,豐富路181~210號,31.55,都市：其他:第一種商業區,,,1100314,土地1建物1車位2,十四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980330,313.28,4,2,2,有,有,30000000,95761,坡道平面,57.13,0,,RPPNMLTKMHGGFCB67DA,149.83,29.24,0.0,有,,15
南屯區,房地(土地+建物)+車位,大進街511~540號,14.16,都市：其他:第二種住宅區,,,1100325,土地1建物1車位1,七層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830616,148.3,3,2,2,有,有,11660000,78624,坡道平面,0.0,0,,RPRPMLQKMHGGFCB77DA,95.79,13.66,0.0,有,,14
西屯區,房地(土地+建物)+車位,寧漢街1~30號,13.28,都市：其他:第二種住宅區,,,1100318,土地1建物1車位1,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840128,149.63,3,2,2,有,有,9200000,61485,坡道機械,0.0,0,,RPXQMLNKMHGGFCB18DA,92.39,16.69,0.0,有,,13
南屯區,房地(土地+建物)+車位,文心南三路391~420號,20.7,都市：其他:第三之一種商業區,,,1100327,土地1建物1車位2,十三層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031020,298.85,4,2,3,有,有,29800000,113286,坡道平面,62.28,3000000,,RPRTMLNKMHGGFCB87DA,135.99,22.74,0.0,有,,25
南屯區,房地(土地+建物)+車位,黎明路二段61~90號,17.02,都市：其他:第二種住宅區,,,1100306,土地1建物1車位1,六層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941018,161.55,4,1,2,有,有,14680000,90870,坡道平面,28.18,0,陽台外推；,RPSQMLLJMHGGFCB37DA,86.67,12.61,0.0,有,,14
西屯區,房地(土地+建物)+車位,福瑞街31~60號,14.83,都市：其他:第三之一種住宅區,,,1100315,土地2建物1車位1,五層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,134.5,3,2,2,有,有,6680000,48162,坡道機械,8.26,600000,陽台外推；,RPQOMLPKLHGGFCB37DA,95.38,11.15,0.0,有,,15
南屯區,房地(土地+建物)+車位,豐偉路61~90號,20.15,都市：其他:第二種商業區,,,1100209,土地1建物1車位4,四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981027,258.51,3,2,2,有,有,21800000,84329,坡道機械,53.0,0,原四個機械車位現況改為2個平面車位使用,RPPQMLTJKHGGFCB67DA,118.56,17.72,0.0,有,,14
南屯區,房地(土地+建物),河南路四段451~480號,9.4,都市：其他:第二種住宅區,,,1100218,土地1建物1車位0,九層,十四,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,0931206,83.72,2,2,1,有,有,8580000,102484,,0.0,0,其他增建；,RPXOMLSKKHGGFCB28DA,57.79,4.51,0.0,有,,14
南屯區,房地(土地+建物)+車位,大墩十二街361~390號,40.1,都市：其他:第二種住宅區,,,1100218,土地1建物1車位2,三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020913,335.90999999999997,3,2,2,有,有,33500000,104592,坡道平面,44.3,3000000,其他增建；,RPVRMLSKKHGGFCB38DA,163.45,26.71,0.0,有,101.0,14
北屯區,房地(土地+建物),東山路一段121~150號,10.65,都市：其他:第三種住宅區。,,,1100321,土地1建物1車位0,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860628,110.97,3,2,2,有,有,6500000,58574,,0.0,0,,RPUNMLNKMHGGFBB47DA,71.79,1.43,9.26,有,,15
北屯區,房地(土地+建物),文心路四段661~690號,2.61,都市：其他:第四種商業區,,,1100312,土地1建物1車位0,十五層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841124,36.47,1,0,1,有,有,2100000,57582,,0.0,0,,RPVOMLTKMHGGFBB28DA,18.9,0.0,4.8,有,,24
北區,房地(土地+建物)+車位,梅川西路四段211~240號,9.23,都市：其他:第二種住宅區,,,1100328,土地1建物1車位1,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871106,102.2,2,2,1,有,有,7000000,68493,坡道平面,0.0,0,,RPUQMLLJMHGGFBB47DA,49.74,0.0,6.83,有,,14
西區,房地(土地+建物)+車位,向上南路一段151~180號,44.02,都市：其他:第二種住宅區,,,1100219,土地1建物2車位3,十七層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881020,433.23,9,3,3,有,有,26000000,60573,坡道平面,66.73,3800000,陽台外推；,RPURMLTKKHGGFAB18DA,237.42,24.25,0.0,有,,21
南區,房地(土地+建物),南陽街91~120號,11.07,都市：其他:第二種住宅區,,,1100317,土地1建物1車位0,九層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,104.41,3,2,2,有,有,6150000,58902,,0.0,0,,RPTSMLSJMHGGFAB18DA,62.02,9.83,0.0,有,,16
西區,房地(土地+建物),三民路一段50巷1~30號,2.05,都市：其他:第一種商業區,,,1100319,土地2建物1車位0,十七層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,26.46,1,0,1,有,有,1460000,55178,,0.0,0,,RPOPMLQJMHGGFAB17DA,14.19,3.14,0.0,有,108.0,19
南區,房地(土地+建物)+車位,忠明南路691~720號,13.08,都市：其他:第三種住宅區。,,,1100222,土地1建物1車位1,十一層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831014,152.06,4,2,2,有,有,9500000,62475,坡道平面,0.0,0,,RPTPMLPKMHGGFAB67DA,103.2,21.99,0.0,有,,17
中區,房地(土地+建物),民權路151~180號,1.96,都市：其他:第一種商業區,,,1100225,土地2建物1車位0,十一層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0860131,37.93,1,1,1,有,有,1820000,47983,,0.0,0,,RPSQMLNKMHGGFAB47DA,21.44,2.94,0.0,有,110.0,28
中區,房地(土地+建物),民權路151~180號,1.96,都市：其他:第一種商業區,,,1100410,土地2建物1車位0,十八層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0860131,37.45,1,0,1,有,有,1880000,50200,,0.0,0,,RPSNMLTKMHGGFAB77DA,22.18,3.12,0.0,有,,28
南區,房地(土地+建物),高工路31~60號,10.48,都市：其他:第三種住宅區。,,,1100225,土地1建物1車位0,十二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870410,127.2,3,2,2,有,有,6550000,51494,,0.0,0,,RPPOMLQKMHGGFAB27DA,76.06,8.7,0.0,有,,13
南區,房地(土地+建物),忠明南路759巷1~30號,13.77,都市：其他:第二種住宅區,,,1100121,土地1建物1車位0,四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,105.47999999999999,3,2,2,有,有,5800000,54987,,0.0,0,,RPPNMLKLMHGGFAB66DA,76.16,8.47,0.0,有,,14
北區,房地(土地+建物),忠太東路91~120號,2.67,都市：其他:第三種住宅區。,,,1100321,土地1建物1車位0,十五層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,31.33,1,0,1,有,有,1770000,56495,,0.0,0,,RPXNMLLLLHGGFBB57DA,16.66,0.0,3.15,有,,21
北屯區,房地(土地+建物)+車位,東光路781~810號,10.98,都市：其他:第三種住宅區。,,,1100104,土地1建物1車位1,八層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,136.75,3,2,2,有,有,6880000,50311,坡道機械,0.0,0,陽台外推；,RPROMLMKLHGGFBB07DA,81.81,3.37,8.93,有,,17
北屯區,房地(土地+建物)+車位,水景街121~150號,23.12,都市：其他:第二種住宅區,,,1100325,土地1建物1車位1,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031021,148.79,2,2,2,有,有,9650000,64857,坡道平面,35.82,0,,RPSQMLSJMHGGFBB97DA,67.13,4.94,4.25,有,120.0,14
北屯區,房地(土地+建物),瀋陽路二段151~180號,8.41,都市：其他:第二種住宅區,,,1100320,土地1建物1車位0,三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,69.08,2,2,2,有,有,5650000,81789,,0.0,0,,RPTSMLRJMHGGFBB18DA,41.01,0.0,6.01,有,121.0,14
北區,房地(土地+建物),文心路四段181~210號,6.99,都市：其他:第二種住宅區,,,1100320,土地1建物1車位0,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951225,67.24,1,1,1,有,有,5000000,74360,,0.0,0,,RPORMLTKMHGGFBB87DA,40.25,0.0,7.51,有,123.0,14
北屯區,房地(土地+建物),天津路四段301~330號,5.2,都市：其他:第一種商業區,,,1100321,土地1建物1車位0,二十四層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,80.27,1,1,1,有,有,4700000,58552,,0.0,0,,RPQSMLKLMHGGFBB37DA,48.1,0.0,4.69,有,,24
北屯區,房地(土地+建物)+車位,梅川東路四段91~120號,10.09,都市：其他:第二種住宅區,,,1100321,土地1建物1車位1,十三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840609,116.79,3,1,2,有,有,8000000,68499,坡道機械,0.0,0,,RPUOMLNKMHGGFBB57DA,77.72,2.92,6.9,有,129.0,14
西屯區,房地(土地+建物)+車位,市政北一路241~270號,10.21,都市：其他:第六種新市政中心專用區,,,1100310,土地1建物1車位1,十一層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,142.01999999999998,3,2,2,有,有,12600000,88720,坡道平面,32.11,0,陽台外推；,RPXPMLLKLHGGFCB77DA,64.42,13.57,0.0,有,,28
西屯區,房地(土地+建物)+車位,臺灣大道四段1201~1230號,13.5,都市：其他:第三之一種住宅區,,,1100318,土地1建物1車位1,十五層,二十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,202.18,3,2,2,有,有,20500000,109151,坡道平面,28.11,1500000,其他增建；,RPQTMLSKLHGGFCB18DA,106.13,15.74,0.0,有,,26
西屯區,房地(土地+建物),文心路二段541~570號,8.34,都市：其他:第三種住宅區。,,,1100330,土地1建物1車位0,十層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941110,123.96000000000001,3,2,2,有,有,10500000,84705,,0.0,0,,RPXSMLKMLHGGFCB18DA,73.19,11.96,0.0,有,,23
西屯區,房地(土地+建物),國安一路121~150號,6.56,都市：其他:第六種住宅區,,,1100313,土地1建物1車位0,二層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,87.1,2,1,1,有,有,7100000,81515,坡道平面,22.28,0,,RPTRMLTLLHGGFCB48DA,39.49,5.16,0.0,有,,24
西屯區,房地(土地+建物)+車位,寧夏路61~90號,22.88,都市：其他:第二種住宅區,,,1100327,土地1建物1車位1,十二層，十三層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840128,276.61,5,2,4,有,有,15400000,55674,坡道平面,0.0,1400000,其他增建；,RPPNMLRLLHGGFCB47DA,162.3,46.69,0.0,有,,13
西屯區,房地(土地+建物)+車位,福順路331~360號,35.8,都市：其他:第一之一種住宅區,,,1100312,土地1建物1車位2,十層，十一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800823,360.23,5,3,4,有,有,15300000,42473,坡道平面,0.0,0,,RPPQMLOKMHGGFCB47DA,229.8,27.26,0.0,有,,14
西屯區,房地(土地+建物)+車位,臺灣大道四段1141~1170號,11.35,都市：其他:第三之一種住宅區,,,1100308,土地1建物1車位1,四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,132.46,2,2,1,有,有,9500000,71720,坡道平面,36.6,0,,RPXSMLPKMHGGFCB58DA,56.66,13.18,0.0,有,,15
西屯區,房地(土地+建物)+車位,東大路一段391~420號,18.91,都市：其他:第一種住宅區,,,1100318,土地1建物1車位1,十三層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,141.97,2,1,1,有,有,5560000,39163,坡道平面,0.0,0,,RPVOMLTKMHGGFCB38DA,100.23,9.4,0.0,有,,19
南屯區,房地(土地+建物)+車位,文心路一段241~270號,35.58,都市：其他:第三種住宅區。,,,1100401,土地1建物1車位3,二十三層,三十,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1031008,593.8,4,2,4,有,有,55700000,93803,坡道平面,0.0,0,,RPTNMLLLMHGGFCB37DA,290.29,56.53,0.0,有,,30
西屯區,房地(土地+建物)+車位,臺灣大道三段361~390號,16.63,都市：其他:第六種新市政中心專用區,,,1100309,土地1建物1車位1,三層,三十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000121,303.83000000000004,3,2,3,有,有,25000000,82283,坡道平面,14.52,0,,RPSQMLKLMHGGFCB47DA,164.54,25.76,0.0,有,,35
西屯區,房地(土地+建物)+車位,永福路31~60號,12.93,非都市： ; 非都市編定：,,,1100318,土地2建物1車位1,四層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830106,125.49,3,2,2,有,有,8200000,65339,坡道機械,0.0,0,,RPRSMLKLMHGGFCB57DA,97.52,13.44,0.0,有,137.0,16
南屯區,房地(土地+建物),向上路三段61~90號,1.96,都市：其他:市場用地,,,1100323,土地1建物1車位0,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840112,24.23,1,1,1,有,有,1450000,59843,,0.0,0,,RPPNMLLLMHGGFCB96DA,15.32,0.0,0.0,有,,14
南屯區,房地(土地+建物)+車位,大墩路151~180號,12.14,都市：其他:第三種住宅區。,,,1100328,土地1建物1車位1,九層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880624,175.66,4,2,2,有,有,14080000,80155,坡道機械,11.81,0,陽台外推；,RPVNMLLLMHGGFCB57DA,104.57,11.46,0.0,有,,20
西屯區,房地(土地+建物)+車位,文華路61~90號,36.57,都市：其他:第三之二種住宅區,,,1100301,土地1建物1車位1,一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,176.0,3,2,2,有,有,11800000,67045,坡道平面,0.0,0,,RPOPMLKLMHGGFCB96DA,95.52,14.67,0.0,有,,14
南屯區,房地(土地+建物)+車位,大墩十七街91~120號,11.76,都市：其他:第二種住宅區,,,1100328,土地1建物1車位1,十一層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940215,124.44999999999999,3,2,1,有,有,11200000,89996,坡道平面,21.35,0,陽台外推；,RPQPMLKLMHGGFCB17DA,63.92,11.18,0.0,有,,13
南屯區,房地(土地+建物)+車位,黎明路二段391~420號,18.77,都市：其他:第二種住宅區,,,1100331,土地1建物1車位1,五層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850612,161.19,4,2,2,有,有,11550000,71655,坡道機械,0.0,0,陽台外推；,RPVNMLKLMHGGFCB47DA,98.36,10.85,0.0,有,141.0,18
潭子區,房地(土地+建物),中山路一段7巷1~30號,2.45,都市：其他:住宅區,,,1100323,土地1建物1車位0,十五層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,30.55,1,1,1,有,有,1880000,61538,,0.0,0,,RPTOMLRJMHGGFHB38DA,19.22,3.76,0.0,有,,17
北屯區,房地(土地+建物)+車位,崇德路二段301~330號,14.72,都市：其他:第一種商業區,,,1100315,土地2建物1車位1,十三層，十四層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,208.22000000000003,4,2,3,有,有,8000000,38419,坡道平面,0.0,0,,RPUWMLKLMHGGFBB28EA,103.16,10.26,16.57,有,,25
北屯區,房地(土地+建物)+車位,崇德路二段301~330號,12.13,都市：其他:第一種商業區,,,1100319,土地2建物1車位1,十一層，十二層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,178.54999999999998,4,2,3,有,有,10180000,57015,坡道機械,0.0,1000000,陽台外推；夾層；,RPRRNLKLMHGGFBB57EA,89.57,13.75,12.72,有,,25
南屯區,房地(土地+建物),黎明路二段301~330號,13.36,都市：其他:第二種住宅區,,,1100305,土地1建物1車位0,十一層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,120.74,3,2,2,有,有,8300000,68743,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVQMLTKMHGGFCB68EA,79.86,9.63,0.0,有,,16
南區,房地(土地+建物)+車位,忠明南路777巷1~30號,13.77,都市：其他:第二種住宅區,,,1100323,土地1建物1車位1,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,116.17999999999999,3,2,2,有,有,6580000,56636,坡道機械,9.42,0,,RPUPMLTKMHGGFAB18DA,76.96,8.28,0.0,有,169.0,14
南區,房地(土地+建物),忠明南路730巷31~60號,11.81,都市：其他:第三種住宅區。,,,1100312,土地1建物1車位0,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811120,83.89,3,2,1,有,有,5350000,63782,,0.0,0,,RPQPMLKLMHGGFAB96DA,73.6,7.27,0.0,有,171.0,14
西區,房地(土地+建物)+車位,三民路一段31~60號,8.68,都市：其他:第一種商業區,,,1100315,土地2建物1車位1,八層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,108.65,3,2,2,有,有,4450000,40957,坡道機械,1.14,0,,RPTPMLOKMHGGFAB57DA,63.88,9.32,0.0,有,172.0,19
北屯區,房地(土地+建物),文心路四段871~900號,5.14,都市：其他:第一種商業區,,,1100220,土地1建物1車位0,二十一層,二十二,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850705,84.83,2,2,1,有,有,5400000,63657,,0.0,0,,RPVNMLKLKHGGFBB17DA,55.56,1.0,6.05,有,175.0,22
北屯區,房地(土地+建物)+車位,文心路四段241~270號,21.92,都市：其他:第二種住宅區,,,1100318,土地1建物1車位1,十六層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020705,222.58999999999997,4,2,2,有,有,18500000,83112,坡道平面,0.0,0,,RPTOMLLLMHGGFBB37DA,118.57,6.38,11.69,有,,24
北區,房地(土地+建物)+車位,東漢街1~30號,19.66,都市：其他:第二之一種商業區,,,1100327,土地1建物1車位1,十一層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970122,167.42000000000002,3,2,2,有,有,15160000,90551,坡道機械,9.93,0,,RPXQMLLLMHGGFBB97DA,97.89,7.97,5.2,有,,15
西屯區,房地(土地+建物)+車位,國安一路121~150號,7.11,都市：其他:第六種住宅區,,,1100305,土地1建物1車位1,十一層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,84.67,2,2,1,有,有,7000000,87595,坡道機械,13.89,800000,其他增建；,RPVQMLPJLHGGFCB97DA,43.28,5.49,0.0,有,,24
北區,房地(土地+建物)+車位,梅川西路四段211~240號,13.18,都市：其他:第二種住宅區,,,1100329,土地1建物1車位1,八層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871106,147.57,3,2,2,有,有,9100000,61666,坡道平面,26.22,0,,RPPNMLMLMHGGFBB96DA,82.2,0.0,8.66,有,,14
豐原區,房地(土地+建物)+車位,圓環北路二段121~150號,9.65,都市：其他:第二種住宅區,,,1100321,土地1建物1車位1,十九層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850717,113.47,3,2,2,有,有,6600000,58165,坡道平面,0.0,0,,RPUNMLMLLHGGFDB57DA,62.6,11.62,0.0,有,184.0,20
西屯區,房地(土地+建物)+車位,青海路二段181~210號,29.76,都市：其他:第三種商業區,,,1100314,土地1建物1車位2,五層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000112,413.33,3,2,3,有,有,26000000,62904,坡道平面,0.0,0,,RPPPMLLLMHGGFCB17DA,205.36,48.78,0.0,有,,25
西屯區,房地(土地+建物)+車位,福科一街61~90號,24.43,都市：其他:第三種住宅區。,,,1100321,土地1建物1車位1,七層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010410,234.85000000000002,3,2,3,有,有,22680000,96572,坡道平面,24.81,0,,RPPQMLLLMHGGFCB27DA,120.47,21.52,0.0,有,,14
