鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_num
桃園區,房地(土地+建物),春日路1141~1170號,5.2,都市：其他:住宅區,,,1100411,土地3建物1車位0,十三層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840808,41.620000000000005,1,1,1,有,有,2500000,60067,,0.0,0,,RPQUMLLLMHGGFAH18DA,29.03,0.0,0.0,有,270.0,20
桃園區,房地(土地+建物)+車位,天祥六街1~30號,12.07,都市：其他:住宅區,,,1100311,土地1建物1車位1,十四層,十九,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0901129,184.29,3,2,2,有,有,12000000,65115,坡道平面,0.0,0,,RPOTMLLLMHGGFAH87DA,94.1,0.0,12.5,有,,19
桃園區,房地(土地+建物)+車位,中埔二街1~30號,13.0,都市：其他:住宅區,,,1100325,土地1建物1車位1,六層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940425,140.88,3,2,2,有,有,12380000,87882,坡道平面,0.0,0,陽台外推；,RPOOMLLLMHGGFAH37DA,74.41,1.87,13.49,有,271.0,15
桃園區,房地(土地+建物)+車位,大興路290巷1~30號,17.62,都市：其他:商業區,,,1100306,土地1建物1車位1,十一層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011210,165.83999999999997,3,2,2,有,有,11130000,67113,坡道平面,35.97,0,B3機車停車位壹位,RPWOMLLLMHGGFAH18DA,79.37,2.87,8.89,有,272.0,15
桃園區,房地(土地+建物)+車位,正光二街31~60號,22.8,都市：其他:住宅區,,,1090929,土地1建物1車位1,二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,160.67000000000002,3,2,2,有,有,13050000,83642,坡道平面,25.57,1750000,含裝潢費；,RPQPMLMLMHGGFAH77DA,80.04,1.41,10.52,有,,15
桃園區,房地(土地+建物)+車位,正光二街61~90號,22.74,都市：其他:住宅區,,,1090811,土地1建物1車位1,十三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,160.54,3,2,2,有,有,11980000,75054,坡道平面,25.57,1850000,,RPWOMLMLMHGGFAH28DA,79.5,1.56,10.88,有,,15
桃園區,房地(土地+建物)+車位,正光二街61~90號,22.74,都市：其他:住宅區,,,1090922,土地1建物1車位1,十層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,160.54,3,2,2,有,有,12220000,76832,坡道平面,25.57,1850000,,RPOPMLMLMHGGFAH57DA,79.5,1.56,10.88,有,,15
中壢區,房地(土地+建物),延平路331~360號,10.28,都市：其他:商業區,,,1100315,土地1建物1車位0,三層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820908,123.47,3,2,2,有,有,5150000,41711,,0.0,0,,RPXQMLTKLHGGFBH56DA,88.06,0.0,11.26,有,,16
桃園區,房地(土地+建物)+車位,民有十二街1~30號,21.95,都市：其他:住宅區,,,1100316,土地1建物1車位1,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030520,150.98000000000002,3,2,1,有,有,9380000,62127,坡道平面,46.28,0,,RPVNNLTKMHGGFAH78DA,62.37,1.56,5.9,有,276.0,13
桃園區,房地(土地+建物)+車位,國豐五街1~30號,25.38,都市：其他:第二種住宅區,,,1100318,土地1建物1車位1,四層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961030,160.64,4,2,2,有,有,9600000,59761,坡道平面,0.0,0,,RPPPMLOKMHGGFAH77DA,83.59,3.41,6.21,有,,13
桃園區,房地(土地+建物)+車位,中埔二街151~180號,22.86,都市：其他:住宅區,,,1100325,土地1建物1車位1,十三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840809,166.78,3,2,2,有,有,9860000,59120,坡道平面,0.0,0,,RPPQMLKLMHGGFAH57DA,92.41,2.11,13.25,有,,14
桃園區,房地(土地+建物)+車位,經國一路151~180號,18.52,都市：其他:商業區,,,1100317,土地1建物1車位2,二十層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,184.82,3,2,2,有,有,14660000,89633,坡道平面,60.87,3550000,,RPPOMLNKMHGGFAH57DA,78.27,0.0,4.77,有,,21
桃園區,房地(土地+建物)+車位,中華路91~120號,13.98,都市：其他:商業區,,,1090505,土地1建物1車位1,二十三層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,158.78,3,2,2,有,有,16000000,114010,坡道平面,34.23,1800000,,RPOOMLQJMHGGFAH67DA,76.06,0.0,7.89,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,13.66,都市：其他:商業區,,,1091122,土地1建物1車位1,十五層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,155.57999999999998,3,2,2,有,有,14750000,106716,坡道平面,34.23,1800000,,RPUNMLQJMHGGFAH18DA,73.86,0.0,7.89,有,,24
桃園區,房地(土地+建物)+車位,經國一路151~180號,18.25,都市：其他:商業區,,,1100315,土地1建物1車位1,十七層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,154.83,3,2,2,有,有,12350000,84718,坡道平面,30.89,1850000,,RPOQMLRJMHGGFAH97DA,78.27,0.0,4.77,有,,21
桃園區,房地(土地+建物)+車位,經國一路151~180號,18.25,都市：其他:商業區,,,1100323,土地1建物1車位1,十九層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,154.83,3,2,2,有,有,12500000,85525,坡道平面,30.89,1900000,,RPQQMLRJMHGGFAH18DA,78.27,0.0,4.77,有,,21
桃園區,房地(土地+建物)+車位,經國一路151~180號,18.52,都市：其他:商業區,,,1100328,土地1建物1車位2,二十一層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,184.82,3,2,2,有,有,13280000,78499,坡道平面,60.87,3550000,,RPWNMLSJMHGGFAH58DA,78.27,0.0,4.77,有,,21
桃園區,房地(土地+建物),中華路91~120號,5.89,都市：其他:商業區,,,1061226,土地1建物1車位0,十三層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,57.17,1,1,1,有,有,5870000,102676,,0.0,0,,RPPOMLSJMHGGFAH97DA,34.71,0.0,3.78,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,10.27,都市：其他:商業區,,,1091224,土地1建物1車位1,二十層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,122.78999999999999,2,1,1,有,有,11820000,113144,坡道平面,34.23,1800000,,RPQWMLSJMHGGFAH88DA,52.35,0.0,7.31,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,12.15,都市：其他:商業區,,,1090819,土地1建物1車位1,十八層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,141.11,2,1,1,有,有,14400000,117889,坡道平面,34.23,1800000,,RPUWMLSJMHGGFAH66DA,64.11,0.0,7.9,有,,24
桃園區,房地(土地+建物)+車位,春日路1141~1170號,16.69,都市：其他:河川區,,,1100314,土地2建物1車位1,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930719,156.93,4,2,2,有,有,8320000,53017,坡道機械,0.0,0,,RPRNMLLJMHGGFAH37DA,90.51,1.0,5.72,有,284.0,14
桃園區,房地(土地+建物),大有路511~540號,16.19,都市：其他:住宅區,,,1100315,土地1建物1車位0,十二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930518,125.34,3,2,2,有,有,9700000,77390,,0.0,0,,RPRTMLPKLHGGFAH38DA,85.19,0.0,9.5,有,,13
平鎮區,房地(土地+建物)+車位,南東路27巷1~30號,22.14,都市：其他:住宅區,,,1100209,土地1建物1車位1,六層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,164.86,3,2,2,有,有,7380000,44765,坡道平面,39.7,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLMLMHGGFGH38DA,77.73,1.44,7.17,有,293.0,15
八德區,房地(土地+建物)+車位,廣興五街91~120號,26.99,都市：其他:第二種住宅區,,,1100323,土地1建物1車位1,六層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,168.75,3,2,2,有,有,9760000,57837,坡道平面,35.25,0,,RPQNMLLLMHGGFFH97DA,80.82,1.5,10.23,有,297.0,13
八德區,房地(土地+建物)+車位,中正路121~150號,20.2,都市：其他:商業區,,,1100326,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,168.19,3,2,2,有,有,11200000,66591,坡道平面,0.0,0,,RPPOMLLLMHGGFFH97DA,82.87,3.44,10.61,有,298.0,15
八德區,房地(土地+建物)+車位,中山路121~150號,23.58,都市：其他:第二種住宅區,,,1091122,土地1建物1車位1,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,135.04,2,1,1,有,有,7600000,56280,坡道平面,0.0,0,,RPSNMLQJMHGGFFH48DA,69.43,0.0,8.92,有,301.0,14
八德區,房地(土地+建物)+車位,高城八街19巷31~60號,23.1,都市：其他:第二種住宅區,,,1100319,土地1建物1車位1,十一層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020809,177.39,3,2,2,有,有,9380000,52878,坡道平面,0.0,0,,RPTOMLMKMHGGFFH38DA,87.49,1.31,8.77,有,303.0,13
八德區,房地(土地+建物),正福五街61~90號,15.9,都市：其他:商業區,,,1100318,土地1建物1車位0,十四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960621,130.34,3,2,2,有,有,7500000,57542,,0.0,0,,RPUNMLSJMHGGFFH88DA,81.41,2.31,7.97,有,,15
八德區,房地(土地+建物),介壽路二段121~150號,7.62,都市：其他:住宅區,,,1100320,土地2建物1車位0,十四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820517,62.78,2,1,1,有,有,2950000,46989,,0.0,0,,RPOPMLSJMHGGFFH48DA,41.12,0.0,9.55,有,305.0,15
龜山區,房地(土地+建物)+車位,長慶三街31~60號,20.04,都市：其他:第四種住宅區,,,1100308,土地1建物1車位1,十層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,148.4,2,2,1,有,有,11500000,74311,坡道平面,23.25,2200000,含裝潢費1660000元；,RPWPMLLLMHGGFHH98DA,76.97,0.0,8.91,有,,14
八德區,房地(土地+建物)+車位,仁德二路1~30號,25.56,都市：其他:第二種住宅區,,,1100324,土地1建物1車位1,二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020823,163.89,3,2,2,有,有,10500000,64067,坡道平面,0.0,0,,RPTNMLNLMHGGFFH58EA,71.81,6.99,7.34,有,329.0,13
龜山區,房地(土地+建物)+車位,樂學路91~120號,17.96,都市：其他:第五種住宅區,,,1080419,土地1建物1車位1,一層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091116,167.15,4,2,2,有,有,11900000,74306,坡道平面,29.88,1700000,,RPQSMLKLMHGGFHH58DA,87.7,0.0,5.84,有,,15
桃園區,房地(土地+建物),向善街1~30號,17.86,都市：其他:住宅區,,,1100405,土地1建物1車位0,三層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,98.29,3,2,2,有,有,5280000,53719,,0.0,0,,RPXSMLLLMHGGFAH78EA,72.08,5.9,8.45,有,,13
龜山區,房地(土地+建物)+車位,文化二路61~90號,10.1,都市：其他:中心商業區,,,1100320,土地1建物1車位1,十三層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851023,110.19,3,2,2,有,有,8200000,74417,坡道平面,0.0,0,,RPTNMLMLMHGGFHH58DA,74.82,0.68,7.32,有,,17
桃園區,房地(土地+建物)+車位,國強一街241~270號,5.88,都市：其他:商業區,,,1100331,土地1建物1車位1,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910620,70.82,3,2,2,有,有,3700000,52253,坡道平面,0.0,0,,RPVNMLNLMHGGFAH28EA,37.09,0.9,4.84,有,,13
中壢區,房地(土地+建物),自立五街61~90號,31.85,都市：其他:住宅區,,,1100407,土地1建物1車位0,二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920602,190.07,3,2,2,有,有,6000000,31567,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTSMLNLMHGGFBH68EA,100.96,0.0,13.11,有,,14
八德區,房地(土地+建物)+車位,中正路181~210號,18.65,都市：其他:商業區,,,1100412,土地1建物1車位1,八層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040123,154.92000000000002,3,2,2,有,有,9600000,65046,坡道平面,25.78,1200000,,RPTPMLMKMHGGFFH48DA,78.65,1.44,11.24,有,336.0,15
八德區,房地(土地+建物)+車位,長興路61~90號,24.53,都市：其他:商業區,,,1100313,土地1建物1車位1,七層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030909,185.16,3,2,2,有,有,11500000,62108,坡道平面,25.8,0,,RPTQMLTKLHGGFFH56DA,91.2,8.04,9.37,有,337.0,14
八德區,房地(土地+建物)+車位,豐田一路1~30號,25.97,都市：其他:第二種住宅區,,,1100329,土地1建物1車位1,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030526,146.91,3,2,2,有,有,8750000,59560,坡道平面,22.14,0,,RPPOMLPKMHGGFFH28DA,77.43,2.06,7.3,有,338.0,13
八德區,房地(土地+建物),陸光街50巷1~30號,26.14,都市：其他:住宅區,,,1100322,土地1建物1車位0,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,146.32,3,2,2,有,有,6500000,44423,,0.0,0,,RPRNMLNLMHGGFFH28DA,87.98,0.0,11.93,有,,13
平鎮區,房地(土地+建物)+車位,新富五街61~90號,19.73,都市：其他:住宅區,,,1100403,土地1建物1車位1,五層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,161.37,4,2,2,有,有,8300000,51435,坡道平面,0.0,0,,RPOPMLOKMHGGFGH28DA,111.71,0.0,13.36,有,,16
桃園區,房地(土地+建物)+車位,幸福路151~180號,25.11,都市：其他:住宅區,,,1100319,土地1建物1車位1,十層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,170.49,3,2,2,有,有,14290000,84659,坡道平面,25.32,2000000,,RPUNMLLJMHGGFAH67DA,84.38,5.47,7.05,有,,13
桃園區,房地(土地+建物)+車位,中華路91~120號,10.37,都市：其他:商業區,,,1091127,土地1建物1車位1,十三層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,123.6,2,1,1,有,有,11250000,104062,坡道平面,34.23,1950000,,RPVWMLSJMHGGFAH76DA,53.39,0.0,6.84,有,,24
桃園區,房地(土地+建物),中華路91~120號,9.21,都市：其他:商業區,,,1090613,土地1建物1車位0,十九層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,89.36,2,1,1,有,有,9900000,110788,,0.0,0,,RPWWMLSJMHGGFAH86DA,53.39,0.0,6.84,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,13.98,都市：其他:商業區,,,1090806,土地1建物1車位1,二十四層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,158.78,3,2,2,有,有,16000000,112806,坡道平面,34.23,1950000,,RPXWMLSJMHGGFAH96DA,76.06,0.0,7.89,有,,24
桃園區,房地(土地+建物),中華路91~120號,6.45,都市：其他:商業區,,,1091016,土地1建物1車位0,七層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,62.6,1,1,1,有,有,6160000,98403,,0.0,0,,RPSWMLSJMHGGFAH09DA,39.31,0.0,2.87,有,,24
桃園區,房地(土地+建物)+車位,幸福路181~210號,25.11,都市：其他:住宅區,,,1100318,土地1建物1車位1,六層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,170.49,3,2,2,有,有,15100000,91272,坡道平面,25.32,1850000,,RPPNNLTJMHGGFAH08DA,84.38,5.47,7.05,有,,13
桃園區,房地(土地+建物)+車位,中華路91~120號,13.66,都市：其他:商業區,,,1090308,土地1建物1車位1,十七層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,155.57999999999998,3,2,2,有,有,15740000,114874,坡道平面,34.23,1800000,,RPQNMLNKMHGGFAH57DA,73.86,0.0,7.89,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,10.85,都市：其他:商業區,,,1080105,土地1建物1車位1,三層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,128.47,2,1,1,有,有,10800000,96031,坡道平面,34.23,1750000,,RPRNMLNKMHGGFAH67DA,56.63,0.0,6.85,有,,24
桃園區,房地(土地+建物)+車位,中華路91~120號,10.27,都市：其他:商業區,,,1091122,土地1建物1車位1,十六層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091201,122.78999999999999,2,1,1,有,有,11350000,107836,坡道平面,34.23,1800000,,RPSNMLNKMHGGFAH77DA,52.35,0.0,7.31,有,,24
桃園區,房地(土地+建物)+車位,龍泉二街61~90號,13.59,都市：其他:商業區,,,1100224,土地1建物1車位1,十九層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,154.73000000000002,2,2,2,有,有,9100000,58812,坡道平面,0.0,0,,RPTSMLMKMHGGFAH28DA,77.58,0.0,9.39,有,351.0,19
桃園區,房地(土地+建物)+車位,新埔七街181~210號,15.19,都市：其他:商業區,,,1090830,土地1建物1車位1,二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,160.19,3,2,2,有,有,12500000,86376,坡道平面,32.84,1500000,預售屋、或土地及建物分次登記案件；,RPQQMLLLMHGGFAH77DA,76.55,0.0,10.05,有,,15
桃園區,房地(土地+建物)+車位,新埔七街181~210號,15.19,都市：其他:商業區,,,1090618,土地1建物1車位1,五層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,159.07999999999998,3,2,2,有,有,13000000,89124,坡道平面,31.73,1650000,預售屋、或土地及建物分次登記案件；,RPRQMLLLMHGGFAH87DA,76.55,0.0,10.05,有,,15
桃園區,房地(土地+建物)+車位,門街91~120號,22.08,都市：其他:住宅區,,,1090815,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,151.88,3,2,2,有,有,10130000,74135,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件；,RPUQMLNLMHGGFAH38DA,69.23,0.0,9.01,有,,15
桃園區,房地(土地+建物)+車位,門街91~120號,21.82,都市：其他:住宅區,,,1091029,土地1建物1車位1,四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,149.5,3,2,2,有,有,9980000,73677,坡道平面,35.76,1600000,預售屋、或土地及建物分次登記案件；,RPVQMLNLMHGGFAH48DA,69.82,0.0,7.49,有,,15
桃園區,房地(土地+建物)+車位,門街91~120號,21.82,都市：其他:住宅區,,,1091228,土地1建物1車位1,十一層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,150.57,3,2,2,有,有,10430000,77626,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件；,RPXQMLNLMHGGFAH68DA,69.82,0.0,7.49,有,,15
桃園區,房地(土地+建物)+車位,門街91~120號,21.82,都市：其他:住宅區,,,1091204,土地1建物1車位1,八層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,150.57,3,2,2,有,有,10680000,78066,坡道平面,36.82,1800000,預售屋、或土地及建物分次登記案件；,RPORMLNLMHGGFAH87DA,69.82,0.0,7.49,有,,15
桃園區,房地(土地+建物)+車位,門街91~120號,20.67,都市：其他:住宅區,,,1091010,土地1建物1車位1,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,143.41,3,2,2,有,有,9700000,76173,坡道平面,35.76,1500000,,RPPRMLNLMHGGFAH97DA,65.96,0.0,7.2,有,,15
桃園區,房地(土地+建物),莊敬路一段210巷121~150號,8.63,都市：其他:住宅區,,,1100330,土地1建物1車位0,十三層，十四層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,56.84,1,2,2,有,有,3860000,67910,,0.0,0,,RPURMLMLMHGGFAH38DA,41.35,0.0,4.21,有,,28
桃園區,房地(土地+建物)+車位,正光路301~330號,32.57,都市：其他:第一之一種住宅區,,,1091220,土地1建物1車位2,十二層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,242.28,3,2,2,有,有,23820000,105108,坡道平面,46.1,3200000,,RPVSMLMLMHGGFAH58DA,111.46,7.03,10.88,有,,23
桃園區,房地(土地+建物)+車位,經國路571~600號,11.56,都市：其他:住宅區,,,1100405,土地1建物1車位1,四層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850420,149.76999999999998,3,2,2,有,有,8380000,55952,坡道平面,0.0,0,,RPPPMLMLMHGGFAH67DA,78.01,1.63,6.24,有,360.0,19
桃園區,房地(土地+建物)+車位,正光二街31~60號,25.56,都市：其他:住宅區,,,1090616,土地1建物1車位1,十層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,175.62,3,2,2,有,有,13180000,75508,坡道平面,25.57,1850000,預售屋、或土地及建物分次登記案件；,RPTPMLMLMHGGFAH08DA,92.65,0.0,9.04,有,,15
桃園區,房地(土地+建物)+車位,正光二街31~60號,13.06,都市：其他:住宅區,,,1090929,土地1建物1車位1,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,101.67,2,1,1,有,有,7600000,76873,坡道平面,25.57,1750000,預售屋、或土地及建物分次登記案件；,RPUPMLMLMHGGFAH18DA,47.02,0.89,3.91,有,,15
桃園區,房地(土地+建物)+車位,正光二街31~60號,22.44,都市：其他:住宅區,,,1100223,土地1建物1車位1,四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091222,157.81,3,2,2,有,有,11840000,76301,坡道平面,25.57,1750000,預售屋、或土地及建物分次登記案件；,RPVPMLMLMHGGFAH28DA,78.18,0.99,10.73,有,,15
桃園區,房地(土地+建物),明德街1~30號,10.24,都市：其他:住宅區,,,1100224,土地1建物1車位0,六層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,123.1,3,2,2,有,有,8300000,67425,,0.0,0,,RPOPMLLLMHGGFAH47DA,74.57,5.97,13.07,有,362.0,17
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.26,都市：其他:商業區,,,1090929,土地1建物1車位1,九層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,117.07,2,2,1,有,有,9910000,96789,坡道平面,31.73,1650000,預售屋、或土地及建物分次登記案件；,RPWQMLLLMHGGFAH38DA,54.1,0.0,3.95,有,169.0,15
桃園區,房地(土地+建物)+車位,新埔七街151~180號,14.97,都市：其他:商業區,,,1081110,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,158.22,3,2,2,有,有,12380000,85181,坡道平面,32.84,1700000,預售屋、或土地及建物分次登記案件；,RPPRMLLLMHGGFAH77DA,75.33,0.0,9.92,有,,15
桃園區,房地(土地+建物)+車位,新埔七街151~180號,14.9,都市：其他:商業區,,,1081227,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,157.56,3,2,2,有,有,12440000,87716,坡道平面,32.84,1500000,預售屋、或土地及建物分次登記案件；,RPRRMLLLMHGGFAH97DA,74.81,0.0,10.02,有,,15
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.31,都市：其他:商業區,,,1081006,土地1建物1車位1,八層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,118.57,2,2,1,有,有,9090000,86201,坡道平面,32.84,1700000,預售屋、或土地及建物分次登記案件；,RPTRMLLLMHGGFAH18DA,52.61,0.0,5.7,有,,15
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.55,都市：其他:商業區,,,1090620,土地1建物1車位1,九層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,120.47999999999999,2,2,1,有,有,9500000,90141,坡道平面,32.84,1600000,預售屋、或土地及建物分次登記案件；,RPURMLLLMHGGFAH28DA,55.55,0.0,4.06,有,,15
桃園區,房地(土地+建物)+車位,新埔七街181~210號,9.81,都市：其他:商業區,,,1090309,土地1建物1車位1,十五層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,114.25999999999999,2,2,1,有,有,8530000,86342,坡道平面,32.84,1500000,預售屋、或土地及建物分次登記案件；,RPXRMLLLMHGGFAH58DA,52.41,0.0,2.95,有,169.0,15
蘆竹區,房地(土地+建物),中正路1~30號,4.24,都市：其他:住宅區,,,1100330,土地1建物1車位0,二十二層,二十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860122,60.6,1,1,1,有,有,4160000,68647,,0.0,0,,RPSNMLNLMHGGFEH28DA,39.93,3.1,0.0,有,,27
蘆竹區,房地(土地+建物),忠孝西路169巷1~30號,4.96,都市：其他:商業區,,,1100329,土地1建物1車位0,十六層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,41.19,1,1,1,有,有,2950000,71619,,0.0,0,,RPVOMLNLMHGGFEH68DA,29.4,0.0,3.31,有,393.0,16
蘆竹區,房地(土地+建物)+車位,南順一街61~90號,19.52,都市：其他:住宅區,,,1100325,土地1建物1車位1,十六層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,135.5,2,2,2,有,有,12500000,92251,坡道平面,0.0,0,,RPQRMLMKMHGGFEH28DA,70.88,0.0,0.0,有,395.0,20
蘆竹區,房地(土地+建物)+車位,奉化路211~240號,19.65,都市：其他:住宅區,,,1100328,土地1建物1車位1,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991230,168.24,3,2,2,有,有,12850000,85972,坡道平面,36.22,1500000,其他增建；,RPRNMLSLLHGGFEH58DA,79.22,3.84,10.77,有,,13
中壢區,房地(土地+建物)+車位,民權路211~240號,13.33,都市：其他:住宅區,,,1100227,土地1建物1車位1,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850418,156.48000000000002,3,2,2,有,有,8900000,56876,坡道平面,0.0,0,,RPPNMLSKMHGGFBH08DA,81.72,0.0,19.57,有,,14
桃園區,房地(土地+建物)+車位,新埔七街151~180號,15.84,都市：其他:商業區,,,1090719,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,164.5,3,2,2,有,有,13700000,92265,坡道平面,31.73,1450000,預售屋、或土地及建物分次登記案件；,RPQSMLLLMHGGFAH97DA,80.57,0.0,9.72,有,,15
